ImageNumber
CellObjects_Mean_ASCspecs_Granularity_4_HEGray
CellObjects_Mean_ASCspecs_Granularity_5_HEGray
CellObjects_Mean_ASCspecs_Granularity_6_HEGray
CellObjects_Mean_ASCspecs_Granularity_7_HEGray
CellObjects_Mean_ASCspecs_Granularity_8_HEGray
CellObjects_Mean_ASCspecs_Granularity_9_HEGray
CellObjects_Mean_ASCspecs_Intensity_IntegratedIntensityEdg_HEGry
CellObjects_Mean_ASCspecs_Intensity_IntegratedIntensity_HEGray
CellObjects_Mean_ASCspecs_Intensity_LowerQuartileIntensity_HEGry
CellObjects_Mean_ASCspecs_Intensity_MADIntensity_HEGray
CellObjects_Mean_ASCspecs_Intensity_MassDisplacement_HEGray
CellObjects_Mean_ASCspecs_Intensity_MaxIntensityEdge_HEGray
CellObjects_Mean_ASCspecs_Intensity_MaxIntensity_HEGray
CellObjects_Mean_ASCspecs_Intensity_MeanIntensityEdge_HEGray
CellObjects_Mean_ASCspecs_Intensity_MeanIntensity_HEGray
CellObjects_Mean_ASCspecs_Intensity_MedianIntensity_HEGray
CellObjects_Mean_ASCspecs_Intensity_MinIntensityEdge_HEGray
CellObjects_Mean_ASCspecs_Intensity_MinIntensity_HEGray
CellObjects_Mean_ASCspecs_Intensity_StdIntensityEdge_HEGray
CellObjects_Mean_ASCspecs_Intensity_StdIntensity_HEGray
CellObjects_Mean_ASCspecs_Intensity_UpperQuartileIntensity_HEGry
CellObjects_Mean_ASCspecs_Location_CenterMassIntensity_X_HEGray
CellObjects_Mean_ASCspecs_Location_CenterMassIntensity_Y_HEGray
CellObjects_Mean_ASCspecs_Location_CenterMassIntensity_Z_HEGray
CellObjects_Mean_ASCspecs_Location_Center_X
CellObjects_Mean_ASCspecs_Location_Center_Y
CellObjects_Mean_ASCspecs_Location_Center_Z
CellObjects_Mean_ASCspecs_Location_MaxIntensity_X_HEGray
CellObjects_Mean_ASCspecs_Location_MaxIntensity_Y_HEGray
CellObjects_Mean_ASCspecs_Location_MaxIntensity_Z_HEGray
CellObjects_Mean_ASCspecs_Number_Object_Number
CellObjects_Mean_ASCspecs_Texture_AngularScndMmnt_HEGry_3_00_256
CellObjects_Mean_ASCspecs_Texture_AngularScndMmnt_HEGry_3_01_256
CellObjects_Mean_ASCspecs_Texture_AngularScndMmnt_HEGry_3_02_256
CellObjects_Mean_ASCspecs_Texture_AngularScndMmnt_HEGry_3_03_256
CellObjects_Mean_ASCspecs_Texture_Contrast_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_Contrast_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_Contrast_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_Contrast_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_Correlation_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_Correlation_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_Correlation_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_Correlation_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_DifferencEntrpy_HEGry_3_00_256
CellObjects_Mean_ASCspecs_Texture_DifferencEntrpy_HEGry_3_01_256
CellObjects_Mean_ASCspecs_Texture_DifferencEntrpy_HEGry_3_02_256
CellObjects_Mean_ASCspecs_Texture_DifferencEntrpy_HEGry_3_03_256
CellObjects_Mean_ASCspecs_Texture_DifferenceVarnc_HEGry_3_00_256
CellObjects_Mean_ASCspecs_Texture_DifferenceVarnc_HEGry_3_01_256
CellObjects_Mean_ASCspecs_Texture_DifferenceVarnc_HEGry_3_02_256
CellObjects_Mean_ASCspecs_Texture_DifferenceVarnc_HEGry_3_03_256
CellObjects_Mean_ASCspecs_Texture_Entropy_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_Entropy_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_Entropy_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_Entropy_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas1_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas1_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas1_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas1_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas2_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas2_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas2_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_InfoMeas2_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_InvrsDffrncMmnt_HEGry_3_00_256
CellObjects_Mean_ASCspecs_Texture_InvrsDffrncMmnt_HEGry_3_01_256
CellObjects_Mean_ASCspecs_Texture_InvrsDffrncMmnt_HEGry_3_02_256
CellObjects_Mean_ASCspecs_Texture_InvrsDffrncMmnt_HEGry_3_03_256
CellObjects_Mean_ASCspecs_Texture_SumAverage_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_SumAverage_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_SumAverage_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_SumAverage_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_SumEntropy_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_SumEntropy_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_SumEntropy_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_SumEntropy_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_SumVariance_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_SumVariance_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_SumVariance_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_SumVariance_HEGray_3_03_256
CellObjects_Mean_ASCspecs_Texture_Variance_HEGray_3_00_256
CellObjects_Mean_ASCspecs_Texture_Variance_HEGray_3_01_256
CellObjects_Mean_ASCspecs_Texture_Variance_HEGray_3_02_256
CellObjects_Mean_ASCspecs_Texture_Variance_HEGray_3_03_256
CellObjects_Mean_Nucelolos_AreaShape_Area
CellObjects_Mean_Nucelolos_AreaShape_BoundingBoxArea
CellObjects_Mean_Nucelolos_AreaShape_BoundingBoxMaximum_X
CellObjects_Mean_Nucelolos_AreaShape_BoundingBoxMaximum_Y
CellObjects_Mean_Nucelolos_AreaShape_BoundingBoxMinimum_X
CellObjects_Mean_Nucelolos_AreaShape_BoundingBoxMinimum_Y
CellObjects_Mean_Nucelolos_AreaShape_Center_X
CellObjects_Mean_Nucelolos_AreaShape_Center_Y
CellObjects_Mean_Nucelolos_AreaShape_Compactness
CellObjects_Mean_Nucelolos_AreaShape_ConvexArea
CellObjects_Mean_Nucelolos_AreaShape_Eccentricity
CellObjects_Mean_Nucelolos_AreaShape_EquivalentDiameter
CellObjects_Mean_Nucelolos_AreaShape_EulerNumber
CellObjects_Mean_Nucelolos_AreaShape_Extent
CellObjects_Mean_Nucelolos_AreaShape_FormFactor
CellObjects_Mean_Nucelolos_AreaShape_MajorAxisLength
CellObjects_Mean_Nucelolos_AreaShape_MaxFeretDiameter
CellObjects_Mean_Nucelolos_AreaShape_MaximumRadius
CellObjects_Mean_Nucelolos_AreaShape_MeanRadius
CellObjects_Mean_Nucelolos_AreaShape_MedianRadius
CellObjects_Mean_Nucelolos_AreaShape_MinFeretDiameter
CellObjects_Mean_Nucelolos_AreaShape_MinorAxisLength
CellObjects_Mean_Nucelolos_AreaShape_Orientation
CellObjects_Mean_Nucelolos_AreaShape_Perimeter
CellObjects_Mean_Nucelolos_AreaShape_Solidity
CellObjects_Mean_Nucelolos_Distance_Centroid_CellObjects
CellObjects_Mean_Nucelolos_Granularity_10_HEGray
CellObjects_Mean_Nucelolos_Granularity_11_HEGray
CellObjects_Mean_Nucelolos_Granularity_12_HEGray
CellObjects_Mean_Nucelolos_Granularity_13_HEGray
CellObjects_Mean_Nucelolos_Granularity_14_HEGray
CellObjects_Mean_Nucelolos_Granularity_15_HEGray
CellObjects_Mean_Nucelolos_Granularity_16_HEGray
CellObjects_Mean_Nucelolos_Granularity_1_HEGray
CellObjects_Mean_Nucelolos_Granularity_2_HEGray
CellObjects_Mean_Nucelolos_Granularity_3_HEGray
CellObjects_Mean_Nucelolos_Granularity_4_HEGray
CellObjects_Mean_Nucelolos_Granularity_5_HEGray
CellObjects_Mean_Nucelolos_Granularity_6_HEGray
CellObjects_Mean_Nucelolos_Granularity_7_HEGray
CellObjects_Mean_Nucelolos_Granularity_8_HEGray
CellObjects_Mean_Nucelolos_Granularity_9_HEGray
CellObjects_Mean_Nucelolos_Intensity_IntegratedIntenstyEdg_HEGry
CellObjects_Mean_Nucelolos_Intensity_IntegratedIntensity_HEGray
CellObjects_Mean_Nucelolos_Intensity_LowerQuartileIntensty_HEGry
CellObjects_Mean_Nucelolos_Intensity_MADIntensity_HEGray
CellObjects_Mean_Nucelolos_Intensity_MassDisplacement_HEGray
CellObjects_Mean_Nucelolos_Intensity_MaxIntensityEdge_HEGray
CellObjects_Mean_Nucelolos_Intensity_MaxIntensity_HEGray
CellObjects_Mean_Nucelolos_Intensity_MeanIntensityEdge_HEGray
CellObjects_Mean_Nucelolos_Intensity_MeanIntensity_HEGray
CellObjects_Mean_Nucelolos_Intensity_MedianIntensity_HEGray
CellObjects_Mean_Nucelolos_Intensity_MinIntensityEdge_HEGray
CellObjects_Mean_Nucelolos_Intensity_MinIntensity_HEGray
CellObjects_Mean_Nucelolos_Intensity_StdIntensityEdge_HEGray
CellObjects_Mean_Nucelolos_Intensity_StdIntensity_HEGray
CellObjects_Mean_Nucelolos_Intensity_UpperQuartileIntensty_HEGry
CellObjects_Mean_Nucelolos_Location_CenterMassIntensity_X_HEGray
CellObjects_Mean_Nucelolos_Location_CenterMassIntensity_Y_HEGray
CellObjects_Mean_Nucelolos_Location_CenterMassIntensity_Z_HEGray
CellObjects_Mean_Nucelolos_Location_Center_X
CellObjects_Mean_Nucelolos_Location_Center_Y
CellObjects_Mean_Nucelolos_Location_Center_Z
CellObjects_Mean_Nucelolos_Location_MaxIntensity_X_HEGray
CellObjects_Mean_Nucelolos_Location_MaxIntensity_Y_HEGray
CellObjects_Mean_Nucelolos_Location_MaxIntensity_Z_HEGray
CellObjects_Mean_Nucelolos_Number_Object_Number
CellObjects_Mean_Nucelolos_Texture_AngulrScndMmnt_HEGry_3_00_256
CellObjects_Mean_Nucelolos_Texture_AngulrScndMmnt_HEGry_3_01_256
CellObjects_Mean_Nucelolos_Texture_AngulrScndMmnt_HEGry_3_02_256
CellObjects_Mean_Nucelolos_Texture_AngulrScndMmnt_HEGry_3_03_256
CellObjects_Mean_Nucelolos_Texture_Contrast_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_Contrast_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_Contrast_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_Contrast_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Texture_Correlation_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_Correlation_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_Correlation_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_Correlation_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Texture_DifferncEntrpy_HEGry_3_00_256
CellObjects_Mean_Nucelolos_Texture_DifferncEntrpy_HEGry_3_01_256
CellObjects_Mean_Nucelolos_Texture_DifferncEntrpy_HEGry_3_02_256
CellObjects_Mean_Nucelolos_Texture_DifferncEntrpy_HEGry_3_03_256
CellObjects_Mean_Nucelolos_Texture_DifferenceVrnc_HEGry_3_00_256
CellObjects_Mean_Nucelolos_Texture_DifferenceVrnc_HEGry_3_01_256
CellObjects_Mean_Nucelolos_Texture_DifferenceVrnc_HEGry_3_02_256
CellObjects_Mean_Nucelolos_Texture_DifferenceVrnc_HEGry_3_03_256
CellObjects_Mean_Nucelolos_Texture_Entropy_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_Entropy_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_Entropy_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_Entropy_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas1_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas1_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas1_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas1_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas2_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas2_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas2_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_InfoMeas2_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Textur_InvrsDffrncMmnt_HEGry_3_00_256
CellObjects_Mean_Nucelolos_Textur_InvrsDffrncMmnt_HEGry_3_01_256
CellObjects_Mean_Nucelolos_Textur_InvrsDffrncMmnt_HEGry_3_02_256
CellObjects_Mean_Nucelolos_Textur_InvrsDffrncMmnt_HEGry_3_03_256
CellObjects_Mean_Nucelolos_Texture_SumAverage_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_SumAverage_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_SumAverage_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_SumAverage_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Texture_SumEntropy_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_SumEntropy_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_SumEntropy_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_SumEntropy_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Texture_SumVariance_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_SumVariance_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_SumVariance_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_SumVariance_HEGray_3_03_256
CellObjects_Mean_Nucelolos_Texture_Variance_HEGray_3_00_256
CellObjects_Mean_Nucelolos_Texture_Variance_HEGray_3_01_256
CellObjects_Mean_Nucelolos_Texture_Variance_HEGray_3_02_256
CellObjects_Mean_Nucelolos_Texture_Variance_HEGray_3_03_256
CellObjects_Parent_NucObjects
Cytoplasm_Number_Object_Number
Cytoplasm_AreaShape_Area
Cytoplasm_AreaShape_BoundingBoxArea
Cytoplasm_AreaShape_BoundingBoxMaximum_X
Cytoplasm_AreaShape_BoundingBoxMaximum_Y
Cytoplasm_AreaShape_BoundingBoxMinimum_X
Cytoplasm_AreaShape_BoundingBoxMinimum_Y
Cytoplasm_AreaShape_Center_X
Cytoplasm_AreaShape_Center_Y
Cytoplasm_AreaShape_Compactness
Cytoplasm_AreaShape_ConvexArea
Cytoplasm_AreaShape_Eccentricity
Cytoplasm_AreaShape_EquivalentDiameter
Cytoplasm_AreaShape_EulerNumber
Cytoplasm_AreaShape_Extent
Cytoplasm_AreaShape_FormFactor
Cytoplasm_AreaShape_MajorAxisLength
Cytoplasm_AreaShape_MaxFeretDiameter
Cytoplasm_AreaShape_MaximumRadius
Cytoplasm_AreaShape_MeanRadius
Cytoplasm_AreaShape_MedianRadius
Cytoplasm_AreaShape_MinFeretDiameter
Cytoplasm_AreaShape_MinorAxisLength
Cytoplasm_AreaShape_Orientation
Cytoplasm_AreaShape_Perimeter
Cytoplasm_AreaShape_Solidity
Cytoplasm_Granularity_10_HEGray
Cytoplasm_Granularity_11_HEGray
Cytoplasm_Granularity_12_HEGray
Cytoplasm_Granularity_13_HEGray
Cytoplasm_Granularity_14_HEGray
Cytoplasm_Granularity_15_HEGray
Cytoplasm_Granularity_16_HEGray
Cytoplasm_Granularity_1_HEGray
Cytoplasm_Granularity_2_HEGray
Cytoplasm_Granularity_3_HEGray
Cytoplasm_Granularity_4_HEGray
Cytoplasm_Granularity_5_HEGray
Cytoplasm_Granularity_6_HEGray
Cytoplasm_Granularity_7_HEGray
Cytoplasm_Granularity_8_HEGray
Cytoplasm_Granularity_9_HEGray
Cytoplasm_Intensity_IntegratedIntensityEdge_HEGray
Cytoplasm_Intensity_IntegratedIntensity_HEGray
Cytoplasm_Intensity_LowerQuartileIntensity_HEGray
Cytoplasm_Intensity_MADIntensity_HEGray
Cytoplasm_Intensity_MassDisplacement_HEGray
Cytoplasm_Intensity_MaxIntensityEdge_HEGray
Cytoplasm_Intensity_MaxIntensity_HEGray
Cytoplasm_Intensity_MeanIntensityEdge_HEGray
Cytoplasm_Intensity_MeanIntensity_HEGray
Cytoplasm_Intensity_MedianIntensity_HEGray
Cytoplasm_Intensity_MinIntensityEdge_HEGray
Cytoplasm_Intensity_MinIntensity_HEGray
Cytoplasm_Intensity_StdIntensityEdge_HEGray
Cytoplasm_Intensity_StdIntensity_HEGray
Cytoplasm_Intensity_UpperQuartileIntensity_HEGray
Cytoplasm_Location_CenterMassIntensity_X_HEGray
Cytoplasm_Location_CenterMassIntensity_Y_HEGray
Cytoplasm_Location_CenterMassIntensity_Z_HEGray
Cytoplasm_Location_Center_X
Cytoplasm_Location_Center_Y
Cytoplasm_Location_MaxIntensity_X_HEGray
Cytoplasm_Location_MaxIntensity_Y_HEGray
Cytoplasm_Location_MaxIntensity_Z_HEGray
Cytoplasm_Parent_CellObjects
Cytoplasm_Parent_NucObjects
Cytoplasm_Texture_AngularSecondMoment_HEGray_3_00_256
Cytoplasm_Texture_AngularSecondMoment_HEGray_3_01_256
Cytoplasm_Texture_AngularSecondMoment_HEGray_3_02_256
Cytoplasm_Texture_AngularSecondMoment_HEGray_3_03_256
Cytoplasm_Texture_Contrast_HEGray_3_00_256
Cytoplasm_Texture_Contrast_HEGray_3_01_256
Cytoplasm_Texture_Contrast_HEGray_3_02_256
Cytoplasm_Texture_Contrast_HEGray_3_03_256
Cytoplasm_Texture_Correlation_HEGray_3_00_256
Cytoplasm_Texture_Correlation_HEGray_3_01_256
Cytoplasm_Texture_Correlation_HEGray_3_02_256
Cytoplasm_Texture_Correlation_HEGray_3_03_256
Cytoplasm_Texture_DifferenceEntropy_HEGray_3_00_256
Cytoplasm_Texture_DifferenceEntropy_HEGray_3_01_256
Cytoplasm_Texture_DifferenceEntropy_HEGray_3_02_256
Cytoplasm_Texture_DifferenceEntropy_HEGray_3_03_256
Cytoplasm_Texture_DifferenceVariance_HEGray_3_00_256
Cytoplasm_Texture_DifferenceVariance_HEGray_3_01_256
Cytoplasm_Texture_DifferenceVariance_HEGray_3_02_256
Cytoplasm_Texture_DifferenceVariance_HEGray_3_03_256
Cytoplasm_Texture_Entropy_HEGray_3_00_256
Cytoplasm_Texture_Entropy_HEGray_3_01_256
Cytoplasm_Texture_Entropy_HEGray_3_02_256
Cytoplasm_Texture_Entropy_HEGray_3_03_256
Cytoplasm_Texture_InfoMeas1_HEGray_3_00_256
Cytoplasm_Texture_InfoMeas1_HEGray_3_01_256
Cytoplasm_Texture_InfoMeas1_HEGray_3_02_256
Cytoplasm_Texture_InfoMeas1_HEGray_3_03_256
Cytoplasm_Texture_InfoMeas2_HEGray_3_00_256
Cytoplasm_Texture_InfoMeas2_HEGray_3_01_256
Cytoplasm_Texture_InfoMeas2_HEGray_3_02_256
Cytoplasm_Texture_InfoMeas2_HEGray_3_03_256
Cytoplasm_Texture_InverseDifferenceMoment_HEGray_3_00_256
Cytoplasm_Texture_InverseDifferenceMoment_HEGray_3_01_256
Cytoplasm_Texture_InverseDifferenceMoment_HEGray_3_02_256
Cytoplasm_Texture_InverseDifferenceMoment_HEGray_3_03_256
Cytoplasm_Texture_SumAverage_HEGray_3_00_256
Cytoplasm_Texture_SumAverage_HEGray_3_01_256
Cytoplasm_Texture_SumAverage_HEGray_3_02_256
Cytoplasm_Texture_SumAverage_HEGray_3_03_256
Cytoplasm_Texture_SumEntropy_HEGray_3_00_256
Cytoplasm_Texture_SumEntropy_HEGray_3_01_256
Cytoplasm_Texture_SumEntropy_HEGray_3_02_256
Cytoplasm_Texture_SumEntropy_HEGray_3_03_256
Cytoplasm_Texture_SumVariance_HEGray_3_00_256
Cytoplasm_Texture_SumVariance_HEGray_3_01_256
Cytoplasm_Texture_SumVariance_HEGray_3_02_256
Cytoplasm_Texture_SumVariance_HEGray_3_03_256
Cytoplasm_Texture_Variance_HEGray_3_00_256
Cytoplasm_Texture_Variance_HEGray_3_01_256
Cytoplasm_Texture_Variance_HEGray_3_02_256
Cytoplasm_Texture_Variance_HEGray_3_03_256
NucObjects_Number_Object_Number
NucObjects_AreaShape_Area
NucObjects_AreaShape_BoundingBoxArea
NucObjects_AreaShape_BoundingBoxMaximum_X
NucObjects_AreaShape_BoundingBoxMaximum_Y
NucObjects_AreaShape_BoundingBoxMinimum_X
NucObjects_AreaShape_BoundingBoxMinimum_Y
NucObjects_AreaShape_Center_X
NucObjects_AreaShape_Center_Y
NucObjects_AreaShape_Compactness
NucObjects_AreaShape_ConvexArea
NucObjects_AreaShape_Eccentricity
NucObjects_AreaShape_EquivalentDiameter
NucObjects_AreaShape_EulerNumber
NucObjects_AreaShape_Extent
NucObjects_AreaShape_FormFactor
NucObjects_AreaShape_MajorAxisLength
NucObjects_AreaShape_MaxFeretDiameter
NucObjects_AreaShape_MaximumRadius
NucObjects_AreaShape_MeanRadius
NucObjects_AreaShape_MedianRadius
NucObjects_AreaShape_MinFeretDiameter
NucObjects_AreaShape_MinorAxisLength
NucObjects_AreaShape_Orientation
NucObjects_AreaShape_Perimeter
NucObjects_AreaShape_Solidity
NucObjects_Children_CellObjects_Count
NucObjects_Children_Cytoplasm_Count
NucObjects_Granularity_10_HEGray
NucObjects_Granularity_11_HEGray
NucObjects_Granularity_12_HEGray
NucObjects_Granularity_13_HEGray
NucObjects_Granularity_14_HEGray
NucObjects_Granularity_15_HEGray
NucObjects_Granularity_16_HEGray
NucObjects_Granularity_1_HEGray
NucObjects_Granularity_2_HEGray
NucObjects_Granularity_3_HEGray
NucObjects_Granularity_4_HEGray
NucObjects_Granularity_5_HEGray
NucObjects_Granularity_6_HEGray
NucObjects_Granularity_7_HEGray
NucObjects_Granularity_8_HEGray
NucObjects_Granularity_9_HEGray
NucObjects_Intensity_IntegratedIntensityEdge_HEGray
NucObjects_Intensity_IntegratedIntensity_HEGray
NucObjects_Intensity_LowerQuartileIntensity_HEGray
NucObjects_Intensity_MADIntensity_HEGray
NucObjects_Intensity_MassDisplacement_HEGray
NucObjects_Intensity_MaxIntensityEdge_HEGray
NucObjects_Intensity_MaxIntensity_HEGray
NucObjects_Intensity_MeanIntensityEdge_HEGray
NucObjects_Intensity_MeanIntensity_HEGray
NucObjects_Intensity_MedianIntensity_HEGray
NucObjects_Intensity_MinIntensityEdge_HEGray
NucObjects_Intensity_MinIntensity_HEGray
NucObjects_Intensity_StdIntensityEdge_HEGray
NucObjects_Intensity_StdIntensity_HEGray
NucObjects_Intensity_UpperQuartileIntensity_HEGray
NucObjects_Location_CenterMassIntensity_X_HEGray
NucObjects_Location_CenterMassIntensity_Y_HEGray
NucObjects_Location_CenterMassIntensity_Z_HEGray
NucObjects_Location_Center_X
NucObjects_Location_Center_Y
NucObjects_Location_Center_Z
NucObjects_Location_MaxIntensity_X_HEGray
NucObjects_Location_MaxIntensity_Y_HEGray
NucObjects_Location_MaxIntensity_Z_HEGray
NucObjects_Parent_CellObjects
NucObjects_Texture_AngularSecondMoment_HEGray_3_00_256
NucObjects_Texture_AngularSecondMoment_HEGray_3_01_256
NucObjects_Texture_AngularSecondMoment_HEGray_3_02_256
NucObjects_Texture_AngularSecondMoment_HEGray_3_03_256
NucObjects_Texture_Contrast_HEGray_3_00_256
NucObjects_Texture_Contrast_HEGray_3_01_256
NucObjects_Texture_Contrast_HEGray_3_02_256
NucObjects_Texture_Contrast_HEGray_3_03_256
NucObjects_Texture_Correlation_HEGray_3_00_256
NucObjects_Texture_Correlation_HEGray_3_01_256
NucObjects_Texture_Correlation_HEGray_3_02_256
